Invoice_Number,Invoice_Date,Due_Date,Posting_Date,Vendor_ID,Vendor_Country,Vendor_Payment_Terms,Vendor_Risk_Score,Invoice_Amount,Tax_Amount,Tax_Code,Tax_Rate,Payment_Method,Number_of_Approvals,Approval_Time_Days,Payment_Status,Three_Way_Match,PO_Amount_vs_Invoice_Diff,Goods_Receipt_vs_Invoice_Diff,Historical_Non_Compliance,Non_Compliant
100171,2024-06-20,2024-07-04,2024-06-24,1546,India,Net 30,8,46777.21,2045.73,B2,12,ACH,1,21,Overdue,Match,-291.91,5,0,0
100172,2024-06-21,2024-07-05,2024-06-25,1960,China,Net 30,5,32035.75,1629.53,A1,18,Cash,3,15,Overdue,Match,-115.81,-5,0,0
100173,2024-06-22,2024-07-06,2024-06-26,1738,UK,Net 30,5,44984.05,3910.62,C3,18,Credit Card,4,24,Pending,Match,44.01,1,0,0
100174,2024-06-23,2024-07-07,2024-06-27,1612,India,Net 45,2,23097.19,3797.39,C3,28,Wire,3,2,Pending,Match,112.99,8,0,0
100175,2024-06-24,2024-07-08,2024-06-28,1942,UK,Net 45,8,7897.09,2398.44,D4,18,ACH,1,28,Pending,Match,-31.82,2,0,0
100176,2024-06-25,2024-07-09,2024-06-29,1461,Germany,Net 30,2,46531.81,232.86,A1,18,Wire,2,27,Pending,Match,310.13,2,0,0
100177,2024-06-26,2024-07-10,2024-06-30,1642,USA,Net 60,6,23205.9,1554.7,C3,5,Wire,3,14,Overdue,Match,267.61,-7,0,0
100178,2024-06-27,2024-07-11,2024-07-01,1768,India,Net 60,8,9490.76,1468.59,B2,5,Cash,4,3,Overdue,Match,5.16,-2,0,0
100179,2024-06-28,2024-07-12,2024-07-02,1004,Germany,Net 45,6,15468.59,4057.33,D4,28,ACH,1,22,Paid,Match,354.43,3,0,0
100180,2024-06-29,2024-07-13,2024-07-03,1217,Germany,Net 45,4,3014.73,447.0,B2,28,ACH,2,28,Paid,Match,251.09,3,0,0
100181,2024-06-30,2024-07-14,2024-07-04,1502,India,Net 30,4,23680.88,4030.32,D4,28,ACH,3,23,Paid,Match,278.58,6,0,0
100182,2024-07-01,2024-07-15,2024-07-05,1766,UK,Net 60,6,42729.84,3349.23,C3,12,Wire,2,4,Pending,Match,456.4,-6,1,0
100183,2024-07-02,2024-07-16,2024-07-06,1397,Germany,Net 30,4,46712.23,3664.88,D4,12,ACH,2,1,Overdue,Match,-233.53,8,0,0
100184,2024-07-03,2024-07-17,2024-07-07,1870,China,Net 45,8,46663.81,2166.74,A1,28,ACH,4,23,Overdue,Match,-232.35,-9,0,0
100185,2024-07-04,2024-07-18,2024-07-08,1794,Germany,Net 60,9,6698.89,3401.83,X99,12,Credit Card,3,69,Paid,Mismatch,9351.84,2,1,1
100186,2024-07-05,2024-07-19,2024-07-09,1392,UK,Net 60,1,19411.67,3049.05,X99,18,Cash,4,73,Paid,Mismatch,3304.08,0,1,1
100187,2024-07-06,2024-07-20,2024-07-10,1206,UK,Net 45,4,1897.32,3847.21,B2,28,ACH,1,17,Overdue,Mismatch,426.55,-9,0,0
100188,2024-07-07,2024-07-21,2024-07-11,1014,China,Net 30,4,42830.68,2239.38,B2,28,ACH,2,14,Pending,Match,-436.87,-10,1,0
100189,2024-07-08,2024-07-22,2024-07-12,1857,Germany,Net 30,2,18258.41,2369.4,D4,12,Cash,4,17,Paid,Mismatch,127.76,-8,0,0
100190,2024-07-09,2024-07-23,2024-07-13,1553,UK,Net 60,6,31740.29,3221.45,C3,5,Cash,4,1,Paid,Match,-355.37,1,0,0
100191,2024-07-10,2024-07-24,2024-07-14,1891,India,Net 45,3,35887.47,549.31,C3,28,Wire,1,10,Overdue,Match,3.9,-4,0,0
100192,2024-07-11,2024-07-25,2024-07-15,1460,USA,Net 60,7,21777.31,2186.86,A1,12,Wire,3,23,Overdue,Match,-344.25,-10,0,0
100193,2024-07-12,2024-07-26,2024-07-16,1690,USA,Net 45,5,15668.9,4860.03,D4,12,Wire,4,16,Paid,Match,-371.92,-2,0,0
100194,2024-07-13,2024-07-27,2024-07-17,1574,USA,Net 30,4,48129.54,197.39,C3,5,Cash,2,27,Paid,Match,-487.83,7,0,0
100195,2024-07-14,2024-07-28,2024-07-18,1863,Germany,Net 45,5,48242.17,1586.86,B2,28,Credit Card,2,25,Pending,Match,130.24,9,1,0
100196,2024-07-15,2024-07-29,2024-07-19,1742,China,Net 30,8,14827.1,1577.41,B2,5,ACH,2,19,Pending,Match,-140.98,-5,1,0
100197,2024-07-16,2024-07-30,2024-07-20,1240,UK,Net 45,3,24241.44,3170.99,D4,18,Cash,2,24,Pending,Match,-394.81,-2,0,0
100198,2024-07-17,2024-07-31,2024-07-21,1563,India,Net 60,7,48655.79,537.94,X99,5,Credit Card,4,52,Pending,Mismatch,4661.52,-3,1,1
100199,2024-07-18,2024-08-01,2024-07-22,1095,India,Net 30,6,740.99,3146.43,D4,5,Cash,2,3,Paid,Match,-331.06,7,0,0
100200,2024-07-19,2024-08-02,2024-07-23,1899,Germany,Net 60,1,20927.57,484.25,A1,12,Credit Card,4,28,Paid,Match,441.69,4,0,0
100201,2024-07-20,2024-08-03,2024-07-24,1733,USA,Net 60,7,5472.65,483.82,D4,5,Cash,3,12,Paid,Match,-180.0,-10,1,0
100202,2024-07-21,2024-08-04,2024-07-25,1484,Germany,Net 30,7,25703.32,3643.63,X99,18,Cash,2,35,Pending,Mismatch,8721.06,3,1,1
100203,2024-07-22,2024-08-05,2024-07-26,1406,China,Net 30,1,1721.16,1627.43,D4,12,Credit Card,3,15,Paid,Match,339.86,7,0,0
100204,2024-07-23,2024-08-06,2024-07-27,1230,China,Net 60,9,20641.47,4887.34,C3,18,Credit Card,4,17,Overdue,Match,147.76,8,0,0
100205,2024-07-24,2024-08-07,2024-07-28,1748,UK,Net 60,6,11424.6,196.39,C3,5,Credit Card,1,18,Pending,Match,210.17,8,0,0
100206,2024-07-25,2024-08-08,2024-07-29,1654,UK,Net 60,2,26898.76,2231.08,D4,18,Credit Card,3,7,Overdue,Match,136.0,-1,0,0
100207,2024-07-26,2024-08-09,2024-07-30,1170,China,Net 60,5,49801.69,574.55,A1,18,Credit Card,2,19,Pending,Match,446.2,9,0,0
100208,2024-07-27,2024-08-10,2024-07-31,1540,China,Net 30,4,40126.54,1763.38,A1,5,Credit Card,1,7,Paid,Match,-293.0,-5,0,0
100209,2024-07-28,2024-08-11,2024-08-01,1035,China,Net 30,7,42359.28,4991.13,B2,5,Credit Card,3,5,Pending,Match,489.04,6,0,0
100210,2024-07-29,2024-08-12,2024-08-02,1524,Germany,Net 60,8,31945.62,4445.32,B2,12,Credit Card,4,26,Overdue,Match,330.96,3,0,0
100211,2024-07-30,2024-08-13,2024-08-03,1159,China,Net 45,1,2557.21,251.14,X99,12,Cash,4,56,Pending,Mismatch,7667.07,2,1,1
100212,2024-07-31,2024-08-14,2024-08-04,1838,India,Net 45,5,10736.48,2820.65,D4,28,Credit Card,4,21,Overdue,Match,162.37,-3,0,0
100213,2024-08-01,2024-08-15,2024-08-05,1698,USA,Net 30,3,46290.7,3242.63,B2,12,Credit Card,3,16,Paid,Mismatch,148.83,-1,0,0
100214,2024-08-02,2024-08-16,2024-08-06,1242,China,Net 60,1,18622.6,1055.58,X99,5,Cash,4,42,Overdue,Mismatch,7129.34,-2,1,1
100215,2024-08-03,2024-08-17,2024-08-07,1085,USA,Net 60,3,5630.02,734.08,A1,18,Cash,3,19,Paid,Match,-281.98,-6,0,0
100216,2024-08-04,2024-08-18,2024-08-08,1795,Germany,Net 30,6,35269.07,4522.86,D4,18,Wire,2,25,Overdue,Match,461.47,-7,0,0
100217,2024-08-05,2024-08-19,2024-08-09,1577,USA,Net 45,7,15323.16,4844.39,C3,12,Wire,2,15,Paid,Match,34.36,-5,0,0
100218,2024-08-06,2024-08-20,2024-08-10,1681,Germany,Net 45,8,13808.42,4959.55,A1,12,Credit Card,3,7,Overdue,Match,-121.65,-5,0,0
100219,2024-08-07,2024-08-21,2024-08-11,1556,India,Net 45,4,49899.88,3950.91,B2,5,Credit Card,3,5,Paid,Match,262.04,2,0,0
100220,2024-08-08,2024-08-22,2024-08-12,1573,Germany,Net 30,3,42977.88,3320.88,D4,18,Wire,1,23,Paid,Match,24.52,-7,0,0
100221,2024-08-09,2024-08-23,2024-08-13,1952,Germany,Net 45,5,20692.92,1735.19,D4,28,Wire,4,11,Paid,Match,-486.84,-3,0,0
100222,2024-08-10,2024-08-24,2024-08-14,1645,UK,Net 30,9,49022.93,865.28,D4,28,ACH,2,10,Overdue,Match,236.24,-6,0,0
100223,2024-08-11,2024-08-25,2024-08-15,1795,China,Net 30,6,32680.6,404.11,C3,12,ACH,2,25,Overdue,Match,232.22,-9,0,0
100224,2024-08-12,2024-08-26,2024-08-16,1027,China,Net 60,9,37230.11,3469.55,C3,28,Credit Card,1,21,Paid,Match,-334.85,-2,0,0
100225,2024-08-13,2024-08-27,2024-08-17,1619,India,Net 45,6,2059.9,3925.77,B2,5,ACH,3,23,Pending,Match,456.66,0,0,0
100226,2024-08-14,2024-08-28,2024-08-18,1555,India,Net 30,2,6519.46,4134.0,B2,28,Wire,3,27,Paid,Match,-276.09,9,0,0
100227,2024-08-15,2024-08-29,2024-08-19,1339,China,Net 45,5,31837.71,4569.69,D4,12,Credit Card,1,9,Pending,Match,-42.25,9,0,0
100228,2024-08-16,2024-08-30,2024-08-20,1797,UK,Net 45,9,45001.69,4400.85,B2,5,Cash,4,1,Paid,Match,-385.26,0,0,0
100229,2024-08-17,2024-08-31,2024-08-21,1957,China,Net 60,8,31375.31,4998.71,A1,18,Cash,3,20,Overdue,Match,103.28,-4,0,0
100230,2024-08-18,2024-09-01,2024-08-22,1330,UK,Net 45,7,7134.23,1227.88,C3,5,Wire,3,1,Pending,Match,-124.55,3,0,0
100231,2024-08-19,2024-09-02,2024-08-23,1639,India,Net 60,1,6230.12,3818.9,D4,12,ACH,4,8,Overdue,Mismatch,-146.83,-5,0,0
100232,2024-08-20,2024-09-03,2024-08-24,1505,USA,Net 30,4,42287.2,2936.43,D4,12,Cash,4,3,Pending,Match,326.98,-7,0,0
100233,2024-08-21,2024-09-04,2024-08-25,1347,India,Net 45,7,7395.47,1313.61,A1,28,ACH,1,2,Pending,Mismatch,-490.44,-5,1,0
100234,2024-08-22,2024-09-05,2024-08-26,1472,India,Net 30,7,26251.48,4909.71,A1,28,Cash,1,4,Pending,Match,297.95,-8,0,0
100235,2024-08-23,2024-09-06,2024-08-27,1230,Germany,Net 45,6,2337.11,4490.51,X99,18,ACH,1,33,Pending,Mismatch,2538.45,-5,1,1
100236,2024-08-24,2024-09-07,2024-08-28,1189,Germany,Net 30,8,4493.15,651.29,A1,18,Cash,3,19,Overdue,Match,486.1,-8,0,0
100237,2024-08-25,2024-09-08,2024-08-29,1224,Germany,Net 45,6,33781.24,140.53,D4,12,Cash,1,11,Pending,Match,89.44,-10,0,0
100238,2024-08-26,2024-09-09,2024-08-30,1384,Germany,Net 45,3,34614.48,3444.77,C3,12,Credit Card,3,5,Paid,Match,-444.62,7,0,0
100239,2024-08-27,2024-09-10,2024-08-31,1376,UK,Net 45,4,17402.74,3024.61,C3,12,Credit Card,2,29,Paid,Match,-449.35,-7,0,0
100240,2024-08-28,2024-09-11,2024-09-01,1282,China,Net 45,3,11172.68,4679.72,A1,18,Wire,4,24,Pending,Match,383.15,-5,0,0
100241,2024-08-29,2024-09-12,2024-09-02,1957,USA,Net 45,1,40778.66,1177.69,B2,12,Cash,4,10,Overdue,Match,341.21,6,1,0
100242,2024-08-30,2024-09-13,2024-09-03,1632,India,Net 45,5,11246.61,431.1,D4,18,ACH,2,24,Overdue,Match,-154.11,7,0,0
100243,2024-08-31,2024-09-14,2024-09-04,1627,UK,Net 45,1,27330.34,1303.48,C3,12,Cash,1,27,Pending,Mismatch,118.03,-5,0,0
100244,2024-09-01,2024-09-15,2024-09-05,1972,USA,Net 45,1,48426.34,104.45,X99,5,ACH,3,36,Overdue,Mismatch,5686.05,-9,1,1
100245,2024-09-02,2024-09-16,2024-09-06,1744,UK,Net 45,2,7818.7,189.1,X99,5,ACH,3,74,Overdue,Mismatch,6757.19,1,1,1
100246,2024-09-03,2024-09-17,2024-09-07,1258,UK,Net 30,4,47073.38,4575.14,B2,12,Cash,3,13,Overdue,Match,449.96,1,0,0
100247,2024-09-04,2024-09-18,2024-09-08,1358,India,Net 60,6,9553.21,1766.56,X99,5,ACH,4,33,Pending,Mismatch,8644.39,-7,1,1
100248,2024-09-05,2024-09-19,2024-09-09,1709,China,Net 45,8,28588.44,2059.94,D4,18,Wire,1,5,Paid,Match,366.45,5,0,0
100249,2024-09-06,2024-09-20,2024-09-10,1455,Germany,Net 60,3,19161.88,101.67,C3,28,Credit Card,3,26,Paid,Match,409.55,9,0,0
100250,2024-09-07,2024-09-21,2024-09-11,1410,China,Net 45,1,48263.97,1359.9,B2,5,ACH,3,26,Paid,Mismatch,-282.72,-1,0,0
100251,2024-09-08,2024-09-22,2024-09-12,1648,India,Net 45,3,14040.33,4025.58,C3,28,Cash,3,27,Paid,Match,331.01,-1,0,0
100252,2024-09-09,2024-09-23,2024-09-13,1317,India,Net 30,3,20283.07,3081.3,C3,5,Credit Card,2,12,Paid,Match,208.86,-4,1,0
100253,2024-09-10,2024-09-24,2024-09-14,1676,India,Net 30,5,49151.58,3771.37,X99,18,Wire,3,46,Overdue,Mismatch,3336.47,3,1,1
100254,2024-09-11,2024-09-25,2024-09-15,1224,USA,Net 60,4,27055.28,2241.6,A1,5,ACH,2,13,Overdue,Match,71.26,-4,0,0
100255,2024-09-12,2024-09-26,2024-09-16,1818,China,Net 30,4,25380.19,1555.55,B2,5,ACH,3,22,Overdue,Match,-414.83,1,0,0
100256,2024-09-13,2024-09-27,2024-09-17,1233,China,Net 30,9,13260.04,2419.22,B2,12,Credit Card,3,8,Pending,Match,97.4,0,1,0
100257,2024-09-14,2024-09-28,2024-09-18,1683,UK,Net 60,7,35217.5,1622.12,D4,28,ACH,3,15,Overdue,Match,186.58,6,0,0
100258,2024-09-15,2024-09-29,2024-09-19,1663,UK,Net 30,4,1211.46,4196.47,C3,28,Cash,2,13,Paid,Match,-279.68,0,0,0
100259,2024-09-16,2024-09-30,2024-09-20,1974,UK,Net 45,3,2950.88,1495.39,A1,18,Credit Card,3,1,Overdue,Match,-105.89,-8,0,0
100260,2024-09-17,2024-10-01,2024-09-21,1826,India,Net 60,6,30168.25,3302.22,C3,18,Credit Card,1,22,Paid,Match,98.5,8,0,0
100261,2024-09-18,2024-10-02,2024-09-22,1373,China,Net 60,3,17412.89,693.54,B2,28,ACH,3,6,Overdue,Match,-125.89,-7,0,0
100262,2024-09-19,2024-10-03,2024-09-23,1671,India,Net 45,6,47689.16,3437.46,A1,12,Wire,2,11,Paid,Match,-125.05,-3,0,0
100263,2024-09-20,2024-10-04,2024-09-24,1607,USA,Net 30,9,45207.94,4567.37,A1,12,Wire,2,13,Overdue,Match,-366.91,3,0,0
100264,2024-09-21,2024-10-05,2024-09-25,1471,UK,Net 60,6,35828.46,3046.83,A1,28,Wire,1,21,Paid,Match,440.75,9,0,0
100265,2024-09-22,2024-10-06,2024-09-26,1232,India,Net 60,4,40998.21,2803.68,A1,5,Wire,4,20,Paid,Match,250.49,3,0,0
100266,2024-09-23,2024-10-07,2024-09-27,1691,India,Net 45,5,33532.93,4805.98,D4,28,Credit Card,1,1,Pending,Match,-498.76,5,0,0
100267,2024-09-24,2024-10-08,2024-09-28,1112,USA,Net 45,6,6716.31,3140.71,A1,5,Credit Card,1,11,Overdue,Match,265.61,4,0,0
100268,2024-09-25,2024-10-09,2024-09-29,1829,Germany,Net 30,3,38394.4,1305.16,X99,28,ACH,2,38,Paid,Mismatch,2525.76,1,1,1
100269,2024-09-26,2024-10-10,2024-09-30,1496,China,Net 60,8,10904.5,1469.03,D4,5,Wire,3,11,Overdue,Match,-490.27,5,0,0
100270,2024-09-27,2024-10-11,2024-10-01,1441,Germany,Net 30,4,16510.42,3529.48,B2,12,Wire,3,8,Paid,Match,-130.4,9,0,0
100271,2024-09-28,2024-10-12,2024-10-02,1563,UK,Net 30,8,41052.09,3679.83,B2,28,ACH,4,22,Pending,Match,106.75,8,0,0
100272,2024-09-29,2024-10-13,2024-10-03,1267,India,Net 45,3,27058.02,1524.45,C3,18,ACH,4,3,Pending,Match,-47.25,-6,0,0
100273,2024-09-30,2024-10-14,2024-10-04,1509,USA,Net 60,7,43067.07,1733.27,X99,5,ACH,4,47,Pending,Mismatch,2847.29,1,1,1
100274,2024-10-01,2024-10-15,2024-10-05,1806,USA,Net 60,9,11045.25,4955.37,A1,12,Cash,4,19,Pending,Match,-74.54,-6,0,0
100275,2024-10-02,2024-10-16,2024-10-06,1385,China,Net 60,4,30585.03,518.74,X99,18,ACH,1,56,Paid,Mismatch,9479.48,-1,1,1
100276,2024-10-03,2024-10-17,2024-10-07,1386,Germany,Net 45,8,4647.65,2029.18,X99,12,ACH,1,61,Overdue,Mismatch,1998.42,6,1,1
100277,2024-10-04,2024-10-18,2024-10-08,1112,China,Net 45,3,32331.52,321.61,D4,5,Cash,3,28,Pending,Match,-257.96,4,0,0
100278,2024-10-05,2024-10-19,2024-10-09,1612,India,Net 45,7,38245.43,4107.18,C3,28,Wire,1,23,Pending,Match,217.69,-3,0,0
100279,2024-10-06,2024-10-20,2024-10-10,1624,China,Net 45,3,29454.08,470.81,X99,12,Credit Card,3,76,Pending,Mismatch,9185.75,-3,1,1
100280,2024-10-07,2024-10-21,2024-10-11,1951,USA,Net 45,7,13678.46,3373.3,A1,28,Wire,3,5,Overdue,Match,-170.99,-3,0,0
100281,2024-10-08,2024-10-22,2024-10-12,1080,USA,Net 60,6,2051.46,291.85,D4,28,Credit Card,3,10,Paid,Match,-57.97,-1,0,0
100282,2024-10-09,2024-10-23,2024-10-13,1698,UK,Net 30,2,6412.72,3367.55,C3,12,Credit Card,3,22,Paid,Mismatch,-307.77,9,0,0
100283,2024-10-10,2024-10-24,2024-10-14,1112,UK,Net 60,3,31304.0,4216.75,X99,12,ACH,2,56,Paid,Mismatch,4890.39,2,1,1
100284,2024-10-11,2024-10-25,2024-10-15,1001,India,Net 30,6,46753.8,2000.12,B2,12,ACH,3,12,Paid,Match,-342.84,5,0,0
100285,2024-10-12,2024-10-26,2024-10-16,1641,Germany,Net 45,4,10723.45,2615.41,X99,28,Cash,1,56,Overdue,Mismatch,9442.15,-2,1,1
100286,2024-10-13,2024-10-27,2024-10-17,1219,China,Net 30,6,36883.79,2013.69,A1,18,Wire,1,6,Overdue,Match,163.71,5,0,0
100287,2024-10-14,2024-10-28,2024-10-18,1565,India,Net 60,1,43389.33,1509.44,C3,5,Wire,1,9,Overdue,Match,-437.57,-1,0,0
100288,2024-10-15,2024-10-29,2024-10-19,1854,UK,Net 60,1,26283.67,4018.28,B2,18,Credit Card,1,10,Pending,Match,371.13,-8,0,0
100289,2024-10-16,2024-10-30,2024-10-20,1996,China,Net 30,3,33628.66,1367.29,D4,28,ACH,2,20,Overdue,Mismatch,-314.86,3,0,0
100290,2024-10-17,2024-10-31,2024-10-21,1735,UK,Net 45,8,40843.26,3617.49,B2,12,ACH,4,14,Paid,Match,-274.64,2,0,0
100291,2024-10-18,2024-11-01,2024-10-22,1224,China,Net 45,8,13403.42,1038.92,X99,12,Wire,4,38,Overdue,Mismatch,6094.57,-7,1,1
100292,2024-10-19,2024-11-02,2024-10-23,1384,Germany,Net 60,4,15196.34,1256.77,D4,5,Cash,3,26,Pending,Match,-31.25,-7,0,0
100293,2024-10-20,2024-11-03,2024-10-24,1402,India,Net 30,6,531.06,1688.94,A1,5,ACH,3,29,Paid,Match,-0.6,-5,0,0
100294,2024-10-21,2024-11-04,2024-10-25,1637,China,Net 45,8,48173.16,2949.89,C3,18,Cash,1,17,Overdue,Match,-371.85,8,0,0
100295,2024-10-22,2024-11-05,2024-10-26,1129,USA,Net 45,7,45918.47,2277.57,A1,18,Wire,1,27,Paid,Match,305.74,0,0,0
100296,2024-10-23,2024-11-06,2024-10-27,1052,USA,Net 60,7,38346.13,3728.27,D4,5,Wire,4,25,Paid,Match,117.05,-3,0,0
100297,2024-10-24,2024-11-07,2024-10-28,1683,China,Net 45,4,4414.26,1075.7,B2,28,Cash,4,16,Overdue,Match,-364.62,3,0,0
100298,2024-10-25,2024-11-08,2024-10-29,1729,China,Net 30,9,22651.39,63.25,C3,18,ACH,1,4,Overdue,Match,-126.0,-3,0,0
100299,2024-10-26,2024-11-09,2024-10-30,1671,China,Net 60,6,5543.64,3885.02,A1,12,Wire,3,2,Pending,Match,310.41,3,0,0
100300,2024-10-27,2024-11-10,2024-10-31,1709,USA,Net 60,3,1288.05,4110.03,D4,12,Credit Card,2,16,Overdue,Match,68.36,-4,0,0
100301,2024-10-28,2024-11-11,2024-11-01,1415,USA,Net 30,5,31001.06,306.81,B2,28,Wire,2,1,Overdue,Match,-391.35,7,0,0
100302,2024-10-29,2024-11-12,2024-11-02,1246,China,Net 60,5,48061.06,3058.43,X99,5,ACH,4,86,Overdue,Mismatch,2294.73,1,1,1
100303,2024-10-30,2024-11-13,2024-11-03,1835,UK,Net 45,5,45191.97,1897.25,A1,18,Credit Card,4,23,Paid,Match,-257.31,3,0,0
100304,2024-10-31,2024-11-14,2024-11-04,1438,UK,Net 45,8,34989.36,3971.54,D4,12,Wire,4,11,Pending,Match,17.47,4,0,0
100305,2024-11-01,2024-11-15,2024-11-05,1202,Germany,Net 30,9,5283.71,4373.33,X99,5,ACH,2,66,Paid,Mismatch,8686.9,7,1,1
100306,2024-11-02,2024-11-16,2024-11-06,1183,India,Net 45,9,14071.12,4256.51,B2,18,ACH,2,26,Overdue,Match,-63.73,1,0,0
100307,2024-11-03,2024-11-17,2024-11-07,1122,UK,Net 30,6,16342.81,3888.25,C3,28,Wire,1,18,Pending,Match,-66.66,-1,0,0
100308,2024-11-04,2024-11-18,2024-11-08,1400,USA,Net 30,6,38275.93,1352.57,B2,12,ACH,3,15,Overdue,Match,405.35,1,0,0
100309,2024-11-05,2024-11-19,2024-11-09,1766,UK,Net 45,9,40211.33,4061.33,A1,28,Cash,4,9,Paid,Match,76.19,-3,0,0
100310,2024-11-06,2024-11-20,2024-11-10,1293,Germany,Net 30,4,19562.75,2672.06,D4,28,Credit Card,1,12,Paid,Match,66.19,-5,0,0
100311,2024-11-07,2024-11-21,2024-11-11,1279,Germany,Net 45,6,21185.26,273.26,D4,28,Cash,2,29,Overdue,Match,-238.09,8,0,0
100312,2024-11-08,2024-11-22,2024-11-12,1836,India,Net 60,4,2703.2,2290.12,X99,18,Wire,1,62,Pending,Mismatch,6469.16,-10,1,1
100313,2024-11-09,2024-11-23,2024-11-13,1883,UK,Net 60,1,14812.27,4711.37,D4,28,Cash,2,18,Paid,Match,75.91,2,0,0
100314,2024-11-10,2024-11-24,2024-11-14,1609,USA,Net 30,7,22838.62,4440.42,A1,18,Wire,3,5,Overdue,Match,-103.15,5,0,0
100315,2024-11-11,2024-11-25,2024-11-15,1197,USA,Net 45,6,6290.66,520.3,B2,18,Wire,2,24,Overdue,Match,490.7,7,0,0
100316,2024-11-12,2024-11-26,2024-11-16,1981,China,Net 45,9,22936.74,3723.19,C3,28,ACH,1,29,Overdue,Match,381.89,1,0,0
100317,2024-11-13,2024-11-27,2024-11-17,1906,USA,Net 60,7,42732.2,4030.91,D4,28,ACH,3,29,Pending,Match,249.59,-6,0,0
100318,2024-11-14,2024-11-28,2024-11-18,1510,India,Net 60,7,29275.39,1364.23,C3,5,Wire,2,28,Overdue,Match,37.35,2,0,0
100319,2024-11-15,2024-11-29,2024-11-19,1751,India,Net 45,2,4407.03,2363.33,C3,12,Credit Card,4,26,Overdue,Match,-37.94,-3,0,0
100320,2024-11-16,2024-11-30,2024-11-20,1143,USA,Net 30,9,9987.73,3557.83,X99,5,Credit Card,2,66,Paid,Mismatch,4412.19,-5,1,1
100321,2024-11-17,2024-12-01,2024-11-21,1608,USA,Net 60,9,23989.95,2200.82,C3,12,Credit Card,3,3,Overdue,Match,-194.26,-8,0,0
100322,2024-11-18,2024-12-02,2024-11-22,1200,China,Net 30,6,18393.61,572.86,D4,12,Cash,1,2,Pending,Mismatch,273.96,9,0,0
100323,2024-11-19,2024-12-03,2024-11-23,1123,USA,Net 30,3,18256.99,3532.35,X99,5,Wire,3,43,Overdue,Mismatch,8220.38,-7,1,1
100324,2024-11-20,2024-12-04,2024-11-24,1186,China,Net 60,1,26698.74,4559.08,D4,5,ACH,1,19,Pending,Match,382.27,1,0,0
100325,2024-11-21,2024-12-05,2024-11-25,1325,China,Net 30,4,29427.6,3265.9,B2,12,Cash,2,8,Overdue,Match,-352.09,2,0,0
100326,2024-11-22,2024-12-06,2024-11-26,1463,USA,Net 30,3,39944.65,3871.27,D4,12,Cash,2,2,Overdue,Match,8.35,-9,0,0
100327,2024-11-23,2024-12-07,2024-11-27,1348,Germany,Net 45,1,17377.84,1798.23,B2,12,ACH,3,19,Overdue,Match,146.97,8,0,0
100328,2024-11-24,2024-12-08,2024-11-28,1770,Germany,Net 30,3,40370.58,924.16,C3,18,Wire,4,1,Pending,Match,16.85,-7,0,0
100329,2024-11-25,2024-12-09,2024-11-29,1659,China,Net 45,4,17261.26,3217.44,D4,12,Cash,2,27,Paid,Match,389.23,2,0,0
100330,2024-11-26,2024-12-10,2024-11-30,1763,USA,Net 60,8,3243.93,1645.58,B2,28,Wire,4,22,Pending,Match,489.56,8,0,0
100331,2024-11-27,2024-12-11,2024-12-01,1954,Germany,Net 60,9,27932.29,4301.77,D4,28,Wire,4,13,Paid,Match,-384.17,-3,0,0
100332,2024-11-28,2024-12-12,2024-12-02,1931,USA,Net 45,3,29601.17,621.91,D4,28,Wire,3,23,Pending,Match,-370.05,-3,0,0
100333,2024-11-29,2024-12-13,2024-12-03,1402,USA,Net 60,6,46759.74,2172.98,D4,5,ACH,2,20,Overdue,Match,-369.68,5,0,0
100334,2024-11-30,2024-12-14,2024-12-04,1345,USA,Net 30,5,36440.04,1989.67,A1,5,Wire,4,17,Overdue,Match,181.18,0,0,0
100335,2024-12-01,2024-12-15,2024-12-05,1962,UK,Net 30,6,45929.75,4690.89,B2,5,Cash,2,3,Paid,Match,-127.32,7,0,0
100336,2024-12-02,2024-12-16,2024-12-06,1510,USA,Net 30,4,45463.19,774.14,A1,12,ACH,1,9,Paid,Match,233.31,-7,0,0
100337,2024-12-03,2024-12-17,2024-12-07,1146,UK,Net 60,6,30426.42,59.14,A1,28,ACH,4,5,Pending,Match,-94.53,-10,0,0
100338,2024-12-04,2024-12-18,2024-12-08,1147,China,Net 30,7,26624.22,1198.05,B2,12,Cash,3,6,Pending,Match,127.61,-10,1,0
100339,2024-12-05,2024-12-19,2024-12-09,1863,Germany,Net 60,9,28093.33,4103.18,D4,18,ACH,3,4,Paid,Match,269.86,3,0,0
100340,2024-12-06,2024-12-20,2024-12-10,1710,Germany,Net 30,7,48927.37,1054.52,A1,18,Cash,4,17,Paid,Match,48.22,-7,0,0
100341,2024-12-07,2024-12-21,2024-12-11,1819,Germany,Net 45,6,38771.8,1211.98,A1,5,Credit Card,2,21,Pending,Match,39.5,0,1,0
100342,2024-12-08,2024-12-22,2024-12-12,1488,Germany,Net 60,1,5760.16,658.2,A1,18,Cash,1,21,Paid,Match,-411.77,7,0,0
100343,2024-12-09,2024-12-23,2024-12-13,1928,Germany,Net 60,2,39032.21,3580.03,D4,28,ACH,1,21,Paid,Match,-89.22,5,0,0
100344,2024-12-10,2024-12-24,2024-12-14,1935,Germany,Net 30,1,8941.63,355.18,A1,18,Cash,3,16,Paid,Match,45.78,6,0,0
